name	address	section	ghidra_type	len	c_declaration	value	defined_in
s_result_position_001a4a60	0x1a4a60	__TEXT,__cstring	TerminatedCString	16	extern unsigned char *s_result_position_001a4a60 asm("s_result_position_001a4a60");	0x72657375	data.s
s_result_fogcoord_001a4a70	0x1a4a70	__TEXT,__cstring	TerminatedCString	16	extern unsigned char *s_result_fogcoord_001a4a70 asm("s_result_fogcoord_001a4a70");	0x72657375	data.s
s_result_pointsize_001a4a80	0x1a4a80	__TEXT,__cstring	TerminatedCString	17	extern unsigned char *s_result_pointsize_001a4a80 asm("s_result_pointsize_001a4a80");	0x72657375	data.s
s_result_color_001a4a94	0x1a4a94	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s_result_color_001a4a94 asm("s_result_color_001a4a94");	0x72657375	data.s
s__front_primary_001a4aa4	0x1a4aa4	__TEXT,__cstring	TerminatedCString	15	extern unsigned char *s__front_primary_001a4aa4 asm("s__front_primary_001a4aa4");	0x2e66726f	data.s
s__back_primary_001a4ab4	0x1a4ab4	__TEXT,__cstring	TerminatedCString	14	extern unsigned char *s__back_primary_001a4ab4 asm("s__back_primary_001a4ab4");	0x2e626163	data.s
s__front_secondary_001a4ac4	0x1a4ac4	__TEXT,__cstring	TerminatedCString	17	extern unsigned char *s__front_secondary_001a4ac4 asm("s__front_secondary_001a4ac4");	0x2e66726f	data.s
s__back_secondary_001a4ad8	0x1a4ad8	__TEXT,__cstring	TerminatedCString	16	extern unsigned char *s__back_secondary_001a4ad8 asm("s__back_secondary_001a4ad8");	0x2e626163	data.s
s_result_texcoord__001a4ae8	0x1a4ae8	__TEXT,__cstring	TerminatedCString	17	extern unsigned char *s_result_texcoord__001a4ae8 asm("s_result_texcoord__001a4ae8");	0x72657375	data.s
s_result_depth_001a4afc	0x1a4afc	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s_result_depth_001a4afc asm("s_result_depth_001a4afc");	0x72657375	data.s
s_result_attrib__001a4b0c	0x1a4b0c	__TEXT,__cstring	TerminatedCString	15	extern unsigned char *s_result_attrib__001a4b0c asm("s_result_attrib__001a4b0c");	0x72657375	data.s
s_result_eyePosition_001a4b1c	0x1a4b1c	__TEXT,__cstring	TerminatedCString	19	extern unsigned char *s_result_eyePosition_001a4b1c asm("s_result_eyePosition_001a4b1c");	0x72657375	data.s
s_result_clipVertex_001a4b30	0x1a4b30	__TEXT,__cstring	TerminatedCString	18	extern unsigned char *s_result_clipVertex_001a4b30 asm("s_result_clipVertex_001a4b30");	0x72657375	data.s
s_main__001a4b44	0x1a4b44	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_main__001a4b44 asm("s_main__001a4b44");	0x6d61696e	data.s
s__001a4b4c	0x1a4b4c	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__001a4b4c asm("s__001a4b4c");	0x20200000	data.s
s_label__001a4b50	0x1a4b50	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_label__001a4b50 asm("s_label__001a4b50");	0x6c616265	data.s
s___001a4b58	0x1a4b58	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s___001a4b58 asm("s___001a4b58");	0x3a0a0000	data.s
s__001a4b5c	0x1a4b5c	__TEXT,__cstring	TerminatedCString	2	extern unsigned char *s__001a4b5c asm("s__001a4b5c");	0x20000000	data.s
s_TR_001a4b60	0x1a4b60	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_TR_001a4b60 asm("s_TR_001a4b60");	0x20545200	data.s
s_EQ_001a4b64	0x1a4b64	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_EQ_001a4b64 asm("s_EQ_001a4b64");	0x20455100	data.s
s_GE_001a4b68	0x1a4b68	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_GE_001a4b68 asm("s_GE_001a4b68");	0x20474500	data.s
s_GT_001a4b6c	0x1a4b6c	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_GT_001a4b6c asm("s_GT_001a4b6c");	0x20475400	data.s
s_LE_001a4b70	0x1a4b70	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_LE_001a4b70 asm("s_LE_001a4b70");	0x204c4500	data.s
s_LT_001a4b74	0x1a4b74	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_LT_001a4b74 asm("s_LT_001a4b74");	0x204c5400	data.s
s_NE_001a4b78	0x1a4b78	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_NE_001a4b78 asm("s_NE_001a4b78");	0x204e4500	data.s
s_FL_001a4b7c	0x1a4b7c	__TEXT,__cstring	TerminatedCString	4	extern unsigned char *s_FL_001a4b7c asm("s_FL_001a4b7c");	0x20464c00	data.s
s_label__001a4ba4	0x1a4ba4	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_label__001a4ba4 asm("s_label__001a4ba4");	0x20206c61	data.s
s_END_001a4bb0	0x1a4bb0	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_END_001a4bb0 asm("s_END_001a4bb0");	0x454e440a	data.s
s___ILfs1_0_001a5d2c	0x1a5d2c	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s___ILfs1_0_001a5d2c asm("s___ILfs1_0_001a5d2c");	0x2121494c	data.s
s_IL_pos_001a62cc	0x1a62cc	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_IL_pos_001a62cc asm("s_IL_pos_001a62cc");	0x494c5f70	data.s
s_IL_pointsize_001a62d4	0x1a62d4	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s_IL_pointsize_001a62d4 asm("s_IL_pointsize_001a62d4");	0x494c5f70	data.s
s_IL_color_001a62e4	0x1a62e4	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_IL_color_001a62e4 asm("s_IL_color_001a62e4");	0x494c5f63	data.s
s_IL_backcolor_001a62f0	0x1a62f0	__TEXT,__cstring	TerminatedCString	13	extern unsigned char *s_IL_backcolor_001a62f0 asm("s_IL_backcolor_001a62f0");	0x494c5f62	data.s
s_IL_fog_001a6300	0x1a6300	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s_IL_fog_001a6300 asm("s_IL_fog_001a6300");	0x494c5f66	data.s
s_IL_generic_001a6308	0x1a6308	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_IL_generic_001a6308 asm("s_IL_generic_001a6308");	0x494c5f67	data.s
s_IL_unknown_001a6314	0x1a6314	__TEXT,__cstring	TerminatedCString	11	extern unsigned char *s_IL_unknown_001a6314 asm("s_IL_unknown_001a6314");	0x494c5f75	data.s
s_ox_001a64a8	0x1a64a8	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_ox_001a64a8 asm("s_ox_001a64a8");	0x6f780000	data.s
s_Du_001a64b4	0x1a64b4	__TEXT,__cstring	TerminatedCString	8	extern char s_Du_001a64b4[] asm("s_Du_001a64b4");	0x20202020	data.s
s_neg__001a6f80	0x1a6f80	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_neg__001a6f80 asm("s_neg__001a6f80");	0x6e656728	data.s
s_abs__001a6f88	0x1a6f88	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_abs__001a6f88 asm("s_abs__001a6f88");	0x61627328	data.s
s_nab__001a6f90	0x1a6f90	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_nab__001a6f90 asm("s_nab__001a6f90");	0x6e616228	data.s
s______001a6f98	0x1a6f98	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s______001a6f98 asm("s______001a6f98");	0x3f3f3f28	data.s
s_srcp_001a6fa0	0x1a6fa0	__TEXT,__cstring	TerminatedCString	5	extern unsigned char *s_srcp_001a6fa0 asm("s_srcp_001a6fa0");	0x73726370	data.s
s_ign_unc_001a734c	0x1a734c	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s_ign_unc_001a734c asm("s_ign_unc_001a734c");	0x2069676e	data.s
s_sem_wait_001a7358	0x1a7358	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_sem_wait_001a7358 asm("s_sem_wait_001a7358");	0x2073656d	data.s
s_alu_wait_001a7364	0x1a7364	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_alu_wait_001a7364 asm("s_alu_wait_001a7364");	0x20616c75	data.s
s_sem_grab_001a73ac	0x1a73ac	__TEXT,__cstring	TerminatedCString	10	extern unsigned char *s_sem_grab_001a73ac asm("s_sem_grab_001a73ac");	0x2073656d	data.s
s__p_001a74dc	0x1a74dc	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s__p_001a74dc asm("s__p_001a74dc");	0x21700000	data.s
s_eq_001a77d8	0x1a77d8	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_eq_001a77d8 asm("s_eq_001a77d8");	0x65710000	data.s
s_lt_001a77dc	0x1a77dc	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_lt_001a77dc asm("s_lt_001a77dc");	0x6c740000	data.s
s_ge_001a77e0	0x1a77e0	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_ge_001a77e0 asm("s_ge_001a77e0");	0x67650000	data.s
s_ne_001a77e4	0x1a77e4	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_ne_001a77e4 asm("s_ne_001a77e4");	0x6e650000	data.s
s_alpha_001a77e8	0x1a77e8	__TEXT,__cstring	TerminatedCString	6	extern unsigned char *s_alpha_001a77e8 asm("s_alpha_001a77e8");	0x616c7068	data.s
s__point_list_001a82b8	0x1a82b8	__TEXT,__cstring	TerminatedCString	12	extern char s__point_list_001a82b8[] asm("s__point_list_001a82b8");	0x5f706f69	data.s
s__line_strip_001a82c4	0x1a82c4	__TEXT,__cstring	TerminatedCString	12	extern char s__line_strip_001a82c4[] asm("s__line_strip_001a82c4");	0x5f6c696e	data.s
s__triangle_strip_001a82d0	0x1a82d0	__TEXT,__cstring	TerminatedCString	16	extern char s__triangle_strip_001a82d0[] asm("s__triangle_strip_001a82d0");	0x5f747269	data.s
s__point_001a82e0	0x1a82e0	__TEXT,__cstring	TerminatedCString	7	extern unsigned char *s__point_001a82e0 asm("s__point_001a82e0");	0x5f706f69	data.s
s__line_001a82e8	0x1a82e8	__TEXT,__cstring	TerminatedCString	6	extern char s__line_001a82e8[] asm("s__line_001a82e8");	0x5f6c696e	data.s
s__triangle_001a82f0	0x1a82f0	__TEXT,__cstring	TerminatedCString	10	extern char s__triangle_001a82f0[] asm("s__triangle_001a82f0");	0x5f747269	data.s
s__line_adj_001a82fc	0x1a82fc	__TEXT,__cstring	TerminatedCString	10	extern char s__line_adj_001a82fc[] asm("s__line_adj_001a82fc");	0x5f6c696e	data.s
s__triangle_adj_001a8308	0x1a8308	__TEXT,__cstring	TerminatedCString	14	extern char s__triangle_adj_001a8308[] asm("s__triangle_adj_001a8308");	0x5f747269	data.s
s_vs_001a838c	0x1a838c	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_vs_001a838c asm("s_vs_001a838c");	0x76730000	data.s
s_ps_001a8390	0x1a8390	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_ps_001a8390 asm("s_ps_001a8390");	0x70730000	data.s
s_gs_001a8394	0x1a8394	__TEXT,__cstring	TerminatedCString	3	extern unsigned char *s_gs_001a8394 asm("s_gs_001a8394");	0x67730000	data.s
s__LDBL128_001aa0b4	0x1aa0b4	__TEXT,__cstring	TerminatedCString	9	extern unsigned char *s__LDBL128_001aa0b4 asm("s__LDBL128_001aa0b4");	0x244c4442	data.s
FLOAT_001aa0cc	0x1aa0cc	__TEXT,__literal4	float	4	extern float FLOAT_001aa0cc asm("FLOAT_001aa0cc");	0x42ffffff	data.s
FLOAT_001aa0d0	0x1aa0d0	__TEXT,__literal4	float	4	extern float FLOAT_001aa0d0 asm("FLOAT_001aa0d0");	0x46ffffff	data.s
FLOAT_001aa0d4	0x1aa0d4	__TEXT,__literal4	float	4	extern float FLOAT_001aa0d4 asm("FLOAT_001aa0d4");	0x00000000	data.s
FLOAT_001aa0d8	0x1aa0d8	__TEXT,__literal4	float	4	extern float FLOAT_001aa0d8 asm("FLOAT_001aa0d8");	0x46fffe00	data.s
FLOAT_001aa0dc	0x1aa0dc	__TEXT,__literal4	float	4	extern float FLOAT_001aa0dc asm("FLOAT_001aa0dc");	0x3c010204	data.s
FLOAT_001aa0e0	0x1aa0e0	__TEXT,__literal4	float	4	extern float FLOAT_001aa0e0 asm("FLOAT_001aa0e0");	0x3fffdf3b	data.s
FLOAT_001aa0e4	0x1aa0e4	__TEXT,__literal4	float	4	extern float FLOAT_001aa0e4 asm("FLOAT_001aa0e4");	0x38000100	data.s
FLOAT_001aa0e8	0x1aa0e8	__TEXT,__literal4	float	4	extern float FLOAT_001aa0e8 asm("FLOAT_001aa0e8");	0x3f800000	data.s
FLOAT_001aa0ec	0x1aa0ec	__TEXT,__literal4	float	4	extern float FLOAT_001aa0ec asm("FLOAT_001aa0ec");	0x41f80000	data.s
FLOAT_001aa0f0	0x1aa0f0	__TEXT,__literal4	float	4	extern float FLOAT_001aa0f0 asm("FLOAT_001aa0f0");	0x437f0000	data.s
FLOAT_001aa0f4	0x1aa0f4	__TEXT,__literal4	float	4	extern float FLOAT_001aa0f4 asm("FLOAT_001aa0f4");	0x42fe0000	data.s
FLOAT_001aa0f8	0x1aa0f8	__TEXT,__literal4	float	4	extern float FLOAT_001aa0f8 asm("FLOAT_001aa0f8");	0x42000000	data.s
FLOAT_001aa0fc	0x1aa0fc	__TEXT,__literal4	float	4	extern float FLOAT_001aa0fc asm("FLOAT_001aa0fc");	0x41800000	data.s
FLOAT_001aa100	0x1aa100	__TEXT,__literal4	float	4	extern float FLOAT_001aa100 asm("FLOAT_001aa100");	0x41000000	data.s
FLOAT_001aa104	0x1aa104	__TEXT,__literal4	float	4	extern float FLOAT_001aa104 asm("FLOAT_001aa104");	0x40800000	data.s
FLOAT_001aa108	0x1aa108	__TEXT,__literal4	float	4	extern float FLOAT_001aa108 asm("FLOAT_001aa108");	0x40000000	data.s
FLOAT_001aa10c	0x1aa10c	__TEXT,__literal4	float	4	extern float FLOAT_001aa10c asm("FLOAT_001aa10c");	0x3f000000	data.s
FLOAT_001aa110	0x1aa110	__TEXT,__literal4	float	4	extern float FLOAT_001aa110 asm("FLOAT_001aa110");	0x3e800000	data.s
FLOAT_001aa114	0x1aa114	__TEXT,__literal4	float	4	extern float FLOAT_001aa114 asm("FLOAT_001aa114");	0xbf800000	data.s
FLOAT_001aa118	0x1aa118	__TEXT,__literal4	float	4	extern float FLOAT_001aa118 asm("FLOAT_001aa118");	0x3f7ffe5d	data.s
FLOAT_001aa128	0x1aa128	__TEXT,__literal4	float	4	extern float FLOAT_001aa128 asm("FLOAT_001aa128");	0x3fc00000	data.s
FLOAT_001aa12c	0x1aa12c	__TEXT,__literal4	float	4	extern float FLOAT_001aa12c asm("FLOAT_001aa12c");	0x40c00000	data.s
FLOAT_001aa130	0x1aa130	__TEXT,__literal4	float	4	extern float FLOAT_001aa130 asm("FLOAT_001aa130");	0x40490fdb	data.s
FLOAT_001aa134	0x1aa134	__TEXT,__literal4	float	4	extern float FLOAT_001aa134 asm("FLOAT_001aa134");	0x3fc90fdb	data.s
FLOAT_001aa138	0x1aa138	__TEXT,__literal4	float	4	extern float FLOAT_001aa138 asm("FLOAT_001aa138");	0x3c8efa35	data.s
FLOAT_001aa13c	0x1aa13c	__TEXT,__literal4	float	4	extern float FLOAT_001aa13c asm("FLOAT_001aa13c");	0x42652ee1	data.s
FLOAT_001aa140	0x1aa140	__TEXT,__literal4	float	4	extern float FLOAT_001aa140 asm("FLOAT_001aa140");	0x3fb8aa3b	data.s
FLOAT_001aa144	0x1aa144	__TEXT,__literal4	float	4	extern float FLOAT_001aa144 asm("FLOAT_001aa144");	0x3f99be61	data.s
FLOAT_001aa148	0x1aa148	__TEXT,__literal4	float	4	extern float FLOAT_001aa148 asm("FLOAT_001aa148");	0x80000000	data.s
FLOAT_001aa14c	0x1aa14c	__TEXT,__literal4	float	4	extern float FLOAT_001aa14c asm("FLOAT_001aa14c");	0x477fff00	data.s
FLOAT_001aa150	0x1aa150	__TEXT,__literal4	float	4	extern float FLOAT_001aa150 asm("FLOAT_001aa150");	0x4b7fffff	data.s
FLOAT_001aa154	0x1aa154	__TEXT,__literal4	float	4	extern float FLOAT_001aa154 asm("FLOAT_001aa154");	0x447fc000	data.s
FLOAT_001aa158	0x1aa158	__TEXT,__literal4	float	4	extern float FLOAT_001aa158 asm("FLOAT_001aa158");	0x40400000	data.s
FLOAT_001aa164	0x1aa164	__TEXT,__literal4	float	4	extern float FLOAT_001aa164 asm("FLOAT_001aa164");	0x44800000	data.s
FLOAT_001aa168	0x1aa168	__TEXT,__literal4	float	4	extern float FLOAT_001aa168 asm("FLOAT_001aa168");	0x43800000	data.s
FLOAT_001aa170	0x1aa170	__TEXT,__literal4	float	4	extern float FLOAT_001aa170 asm("FLOAT_001aa170");	0x3e000000	data.s
FLOAT_001aa174	0x1aa174	__TEXT,__literal4	float	4	extern float FLOAT_001aa174 asm("FLOAT_001aa174");	0xbf000000	data.s
FLOAT_001aa178	0x1aa178	__TEXT,__literal4	float	4	extern float FLOAT_001aa178 asm("FLOAT_001aa178");	0xc1800000	data.s
FLOAT_001aa17c	0x1aa17c	__TEXT,__literal4	float	4	extern float FLOAT_001aa17c asm("FLOAT_001aa17c");	0xc4000000	data.s
FLOAT_001aa180	0x1aa180	__TEXT,__literal4	float	4	extern float FLOAT_001aa180 asm("FLOAT_001aa180");	0x417f0000	data.s
FLOAT_001aa184	0x1aa184	__TEXT,__literal4	float	4	extern float FLOAT_001aa184 asm("FLOAT_001aa184");	0x43ff0000	data.s
FLOAT_001aa188	0x1aa188	__TEXT,__literal4	float	4	extern float FLOAT_001aa188 asm("FLOAT_001aa188");	0x3dcccccd	data.s
FLOAT_001aa18c	0x1aa18c	__TEXT,__literal4	float	4	extern float FLOAT_001aa18c asm("FLOAT_001aa18c");	0x3e4ccccd	data.s
FLOAT_001aa190	0x1aa190	__TEXT,__literal4	float	4	extern float FLOAT_001aa190 asm("FLOAT_001aa190");	0x3e99999a	data.s
FLOAT_001aa194	0x1aa194	__TEXT,__literal4	float	4	extern float FLOAT_001aa194 asm("FLOAT_001aa194");	0x3ecccccd	data.s
FLOAT_001aa198	0x1aa198	__TEXT,__literal4	float	4	extern float FLOAT_001aa198 asm("FLOAT_001aa198");	0xb58637bd	data.s
FLOAT_001aa19c	0x1aa19c	__TEXT,__literal4	float	4	extern float FLOAT_001aa19c asm("FLOAT_001aa19c");	0x358637bd	data.s
FLOAT_001aa1a0	0x1aa1a0	__TEXT,__literal4	float	4	extern float FLOAT_001aa1a0 asm("FLOAT_001aa1a0");	0x3d800000	data.s
FLOAT_001aa1a4	0x1aa1a4	__TEXT,__literal4	float	4	extern float FLOAT_001aa1a4 asm("FLOAT_001aa1a4");	0x41400000	data.s
FLOAT_001aa1a8	0x1aa1a8	__TEXT,__literal4	float	4	extern float FLOAT_001aa1a8 asm("FLOAT_001aa1a8");	0xbe4ccccd	data.s
FLOAT_001aa1ac	0x1aa1ac	__TEXT,__literal4	float	4	extern float FLOAT_001aa1ac asm("FLOAT_001aa1ac");	0x3f99999a	data.s
FLOAT_001aa1b0	0x1aa1b0	__TEXT,__literal4	float	4	extern float FLOAT_001aa1b0 asm("FLOAT_001aa1b0");	0x3e19999a	data.s
FLOAT_001aa1b4	0x1aa1b4	__TEXT,__literal4	float	4	extern float FLOAT_001aa1b4 asm("FLOAT_001aa1b4");	0x44c80000	data.s
FLOAT_001aa1b8	0x1aa1b8	__TEXT,__literal4	float	4	extern float FLOAT_001aa1b8 asm("FLOAT_001aa1b8");	0x44960000	data.s
FLOAT_001aa1bc	0x1aa1bc	__TEXT,__literal4	float	4	extern float FLOAT_001aa1bc asm("FLOAT_001aa1bc");	0x40a00000	data.s
FLOAT_001aa1c0	0x1aa1c0	__TEXT,__literal4	float	4	extern float FLOAT_001aa1c0 asm("FLOAT_001aa1c0");	0x3a800000	data.s
FLOAT_001aa1c4	0x1aa1c4	__TEXT,__literal4	float	4	extern float FLOAT_001aa1c4 asm("FLOAT_001aa1c4");	0x3c800000	data.s
FLOAT_001aa1c8	0x1aa1c8	__TEXT,__literal4	float	4	extern float FLOAT_001aa1c8 asm("FLOAT_001aa1c8");	0xc0000000	data.s
FLOAT_001aa1cc	0x1aa1cc	__TEXT,__literal4	float	4	extern float FLOAT_001aa1cc asm("FLOAT_001aa1cc");	0x40c90fdb	data.s
FLOAT_001aa1d0	0x1aa1d0	__TEXT,__literal4	float	4	extern float FLOAT_001aa1d0 asm("FLOAT_001aa1d0");	0x4f000000	data.s
FLOAT_001aa1d4	0x1aa1d4	__TEXT,__literal4	float	4	extern float FLOAT_001aa1d4 asm("FLOAT_001aa1d4");	0xc3000000	data.s
FLOAT_001aa1d8	0x1aa1d8	__TEXT,__literal4	float	4	extern float FLOAT_001aa1d8 asm("FLOAT_001aa1d8");	0x43000000	data.s
DOUBLE_001aa1e0	0x1aa1e0	__TEXT,__literal8	double	8	extern double DOUBLE_001aa1e0 asm("DOUBLE_001aa1e0");	0x43300000	data.s
DOUBLE_001aa1e8	0x1aa1e8	__TEXT,__literal8	double	8	extern double DOUBLE_001aa1e8 asm("DOUBLE_001aa1e8");	0x41e00000	data.s
DOUBLE_001aa1f0	0x1aa1f0	__TEXT,__literal8	double	8	extern double DOUBLE_001aa1f0 asm("DOUBLE_001aa1f0");	0x3949f623	data.s
DOUBLE_001aa1f8	0x1aa1f8	__TEXT,__literal8	double	8	extern double DOUBLE_001aa1f8 asm("DOUBLE_001aa1f8");	0x4693b8b5	data.s
DOUBLE_001aa200	0x1aa200	__TEXT,__literal8	double	8	extern double DOUBLE_001aa200 asm("DOUBLE_001aa200");	0x3ff00000	data.s
DOUBLE_001aa208	0x1aa208	__TEXT,__literal8	double	8	extern double DOUBLE_001aa208 asm("DOUBLE_001aa208");	0x3eb0c6f7	data.s
DOUBLE_001aa210	0x1aa210	__TEXT,__literal8	double	8	extern double DOUBLE_001aa210 asm("DOUBLE_001aa210");	0x3f847ae1	data.s
DOUBLE_001aa218	0x1aa218	__TEXT,__literal8	double	8	extern double DOUBLE_001aa218 asm("DOUBLE_001aa218");	0x3fd34413	data.s
DOUBLE_001aa220	0x1aa220	__TEXT,__literal8	double	8	extern double DOUBLE_001aa220 asm("DOUBLE_001aa220");	0x3fb99999	data.s
DOUBLE_001aa228	0x1aa228	__TEXT,__literal8	double	8	extern double DOUBLE_001aa228 asm("DOUBLE_001aa228");	0x00000000	data.s
DOUBLE_001aa230	0x1aa230	__TEXT,__literal8	double	8	extern double DOUBLE_001aa230 asm("DOUBLE_001aa230");	0x40590000	data.s
DOUBLE_001aa238	0x1aa238	__TEXT,__literal8	double	8	extern double DOUBLE_001aa238 asm("DOUBLE_001aa238");	0x40240000	data.s
DOUBLE_001aa240	0x1aa240	__TEXT,__literal8	double	8	extern double DOUBLE_001aa240 asm("DOUBLE_001aa240");	0x3fe00000	data.s
DOUBLE_001aa248	0x1aa248	__TEXT,__literal8	double	8	extern double DOUBLE_001aa248 asm("DOUBLE_001aa248");	0x3e7ad7f2	data.s
DOUBLE_001aa250	0x1aa250	__TEXT,__literal8	double	8	extern double DOUBLE_001aa250 asm("DOUBLE_001aa250");	0x43300000	data.s
DOUBLE_001aa258	0x1aa258	__TEXT,__literal8	double	8	extern double DOUBLE_001aa258 asm("DOUBLE_001aa258");	0x406fe000	data.s
DOUBLE_001aa260	0x1aa260	__TEXT,__literal8	double	8	extern double DOUBLE_001aa260 asm("DOUBLE_001aa260");	0x3f800000	data.s
DOUBLE_001aa268	0x1aa268	__TEXT,__literal8	double	8	extern double DOUBLE_001aa268 asm("DOUBLE_001aa268");	0x3fe62e42	data.s
DOUBLE_001aa270	0x1aa270	__TEXT,__literal8	double	8	extern double DOUBLE_001aa270 asm("DOUBLE_001aa270");	0x3feaa449	data.s
DOUBLE_001aa278	0x1aa278	__TEXT,__literal8	double	8	extern double DOUBLE_001aa278 asm("DOUBLE_001aa278");	0x40efffe0	data.s
DOUBLE_001aa280	0x1aa280	__TEXT,__literal8	double	8	extern double DOUBLE_001aa280 asm("DOUBLE_001aa280");	0x41efffff	data.s
DOUBLE_001aa288	0x1aa288	__TEXT,__literal8	double	8	extern double DOUBLE_001aa288 asm("DOUBLE_001aa288");	0x416fffff	data.s
DOUBLE_001aa290	0x1aa290	__TEXT,__literal8	double	8	extern double DOUBLE_001aa290 asm("DOUBLE_001aa290");	0x40200000	data.s
DOUBLE_001aa298	0x1aa298	__TEXT,__literal8	double	8	extern double DOUBLE_001aa298 asm("DOUBLE_001aa298");	0x3e6ad7f2	data.s
DOUBLE_001aa2a0	0x1aa2a0	__TEXT,__literal8	double	8	extern double DOUBLE_001aa2a0 asm("DOUBLE_001aa2a0");	0x40000000	data.s
DOUBLE_001aa2a8	0x1aa2a8	__TEXT,__literal8	double	8	extern double DOUBLE_001aa2a8[] asm("DOUBLE_001aa2a8");	0x401c0000	data.s
DAT_001aa3a8	0x1aa3a8	__TEXT,__const	-	-	extern unsigned char DAT_001aa3a8 asm("DAT_001aa3a8");	0x3949f623	data.s
